code,display_name,name,list_date,delist_date,type,exchange,board
603626.XSHG,科森科技,KSKJ,2017-02-09,2200-01-01,stock,XSHG,MainBoard_SH
603636.XSHG,南威软件,NWRJ,2014-12-30,2200-01-01,stock,XSHG,MainBoard_SH
603638.XSHG,艾迪精密,ADJM,2017-01-20,2200-01-01,stock,XSHG,MainBoard_SH
603660.XSHG,苏州科达,SZKD,2016-12-01,2200-01-01,stock,XSHG,MainBoard_SH
603662.XSHG,柯力传感,KLCG,2019-08-06,2200-01-01,stock,XSHG,MainBoard_SH
603663.XSHG,三祥新材,SXXC,2016-08-01,2200-01-01,stock,XSHG,MainBoard_SH
603666.XSHG,亿嘉和,YJH,2018-06-12,2200-01-01,stock,XSHG,MainBoard_SH
603667.XSHG,五洲新春,WZXC,2016-10-25,2200-01-01,stock,XSHG,MainBoard_SH
603676.XSHG,卫信康,WXK,2017-07-21,2200-01-01,stock,XSHG,MainBoard_SH
603678.XSHG,火炬电子,HJDZ,2015-01-26,2200-01-01,stock,XSHG,MainBoard_SH
603686.XSHG,福龙马,FLM,2015-01-26,2200-01-01,stock,XSHG,MainBoard_SH
603687.XSHG,大胜达,DSD,2019-07-26,2200-01-01,stock,XSHG,MainBoard_SH
603688.XSHG,石英股份,SYGF,2014-10-31,2200-01-01,stock,XSHG,MainBoard_SH
603690.XSHG,至纯科技,ZCKJ,2017-01-13,2200-01-01,stock,XSHG,MainBoard_SH
603693.XSHG,江苏新能,JSXN,2018-07-03,2200-01-01,stock,XSHG,MainBoard_SH
603698.XSHG,航天工程,HTGC,2015-01-28,2200-01-01,stock,XSHG,MainBoard_SH
603699.XSHG,纽威股份,NWGF,2014-01-17,2200-01-01,stock,XSHG,MainBoard_SH
603707.XSHG,健友股份,JYGF,2017-07-19,2200-01-01,stock,XSHG,MainBoard_SH
603711.XSHG,香飘飘,XPP,2017-11-30,2200-01-01,stock,XSHG,MainBoard_SH
603713.XSHG,密尔克卫,MEKW,2018-07-13,2200-01-01,stock,XSHG,MainBoard_SH
603718.XSHG,*ST海利,*STHL,2015-05-15,2200-01-01,stock,XSHG,MainBoard_SH
603719.XSHG,良品铺子,LPPZ,2020-02-24,2200-01-01,stock,XSHG,MainBoard_SH
603727.XSHG,博迈科,BMK,2016-11-22,2200-01-01,stock,XSHG,MainBoard_SH
603728.XSHG,鸣志电器,MZDQ,2017-05-09,2200-01-01,stock,XSHG,MainBoard_SH
603730.XSHG,岱美股份,DMGF,2017-07-28,2200-01-01,stock,XSHG,MainBoard_SH
603733.XSHG,仙鹤股份,XHGF,2018-04-20,2200-01-01,stock,XSHG,MainBoard_SH
603766.XSHG,隆鑫通用,LXTY,2012-08-10,2200-01-01,stock,XSHG,MainBoard_SH
603777.XSHG,来伊份,LYF,2016-10-12,2200-01-01,stock,XSHG,MainBoard_SH
603801.XSHG,志邦家居,ZBJJ,2017-06-30,2200-01-01,stock,XSHG,MainBoard_SH
603803.XSHG,瑞斯康达,RSKD,2017-04-20,2200-01-01,stock,XSHG,MainBoard_SH
603808.XSHG,歌力思,GLS,2015-04-22,2200-01-01,stock,XSHG,MainBoard_SH
603809.XSHG,豪能股份,HNGF,2017-11-28,2200-01-01,stock,XSHG,MainBoard_SH
603815.XSHG,交建股份,JJGF,2019-10-21,2200-01-01,stock,XSHG,MainBoard_SH
603826.XSHG,坤彩科技,KCKJ,2017-04-14,2200-01-01,stock,XSHG,MainBoard_SH
603839.XSHG,安正时尚,AZSS,2017-02-14,2200-01-01,stock,XSHG,MainBoard_SH
603848.XSHG,好太太,HTT,2017-12-01,2200-01-01,stock,XSHG,MainBoard_SH
603866.XSHG,桃李面包,TLMB,2015-12-22,2200-01-01,stock,XSHG,MainBoard_SH
603869.XSHG,ST智知,STZZ,2015-03-26,2200-01-01,stock,XSHG,MainBoard_SH
603871.XSHG,嘉友国际,JYGJ,2018-02-06,2200-01-01,stock,XSHG,MainBoard_SH
603876.XSHG,鼎胜新材,DSXC,2018-04-18,2200-01-01,stock,XSHG,MainBoard_SH
603877.XSHG,太平鸟,TPN,2017-01-09,2200-01-01,stock,XSHG,MainBoard_SH
603881.XSHG,数据港,SJG,2017-02-08,2200-01-01,stock,XSHG,MainBoard_SH
603883.XSHG,老百姓,LBX,2015-04-23,2200-01-01,stock,XSHG,MainBoard_SH
603887.XSHG,城地香江,CDXJ,2016-10-10,2200-01-01,stock,XSHG,MainBoard_SH
603888.XSHG,新华网,XHW,2016-10-28,2200-01-01,stock,XSHG,MainBoard_SH
603896.XSHG,寿仙谷,SXG,2017-05-10,2200-01-01,stock,XSHG,MainBoard_SH
603906.XSHG,龙蟠科技,LPKJ,2017-04-10,2200-01-01,stock,XSHG,MainBoard_SH
603915.XSHG,国茂股份,GMGF,2019-06-14,2200-01-01,stock,XSHG,MainBoard_SH
603916.XSHG,苏博特,SBT,2017-11-10,2200-01-01,stock,XSHG,MainBoard_SH
603919.XSHG,金徽酒,JHJ,2016-03-10,2200-01-01,stock,XSHG,MainBoard_SH
603920.XSHG,世运电路,SYDL,2017-04-26,2200-01-01,stock,XSHG,MainBoard_SH
603927.XSHG,中科软,ZKR,2019-09-09,2200-01-01,stock,XSHG,MainBoard_SH
603929.XSHG,亚翔集成,YXJC,2016-12-30,2200-01-01,stock,XSHG,MainBoard_SH
603936.XSHG,博敏电子,BMDZ,2015-12-09,2200-01-01,stock,XSHG,MainBoard_SH
603938.XSHG,三孚股份,SFGF,2017-06-28,2200-01-01,stock,XSHG,MainBoard_SH
603950.XSHG,长源东谷,CYDG,2020-05-26,2200-01-01,stock,XSHG,MainBoard_SH
603956.XSHG,威派格,WPG,2019-02-22,2200-01-01,stock,XSHG,MainBoard_SH
603959.XSHG,ST百利,STBL,2016-05-17,2200-01-01,stock,XSHG,MainBoard_SH
603960.XSHG,克来机电,KLJD,2017-03-14,2200-01-01,stock,XSHG,MainBoard_SH
603976.XSHG,正川股份,ZCGF,2017-08-22,2200-01-01,stock,XSHG,MainBoard_SH
603979.XSHG,金诚信,JCX,2015-06-30,2200-01-01,stock,XSHG,MainBoard_SH
603980.XSHG,吉华集团,JHJT,2017-06-15,2200-01-01,stock,XSHG,MainBoard_SH
603983.XSHG,丸美生物,WMSW,2019-07-25,2200-01-01,stock,XSHG,MainBoard_SH
603985.XSHG,恒润股份,HRGF,2017-05-05,2200-01-01,stock,XSHG,MainBoard_SH
603989.XSHG,艾华集团,AHJT,2015-05-15,2200-01-01,stock,XSHG,MainBoard_SH
603992.XSHG,松霖科技,SLKJ,2019-08-26,2200-01-01,stock,XSHG,MainBoard_SH
603995.XSHG,甬金股份,YJGF,2019-12-24,2200-01-01,stock,XSHG,MainBoard_SH
603997.XSHG,继峰股份,JFGF,2015-03-02,2200-01-01,stock,XSHG,MainBoard_SH
605007.XSHG,五洲特纸,WZTZ,2020-11-10,2200-01-01,stock,XSHG,MainBoard_SH
605008.XSHG,长鸿高科,CHGK,2020-08-21,2200-01-01,stock,XSHG,MainBoard_SH
605009.XSHG,豪悦护理,HYHL,2020-09-11,2200-01-01,stock,XSHG,MainBoard_SH
605011.XSHG,杭州热电,HZRD,2021-06-30,2200-01-01,stock,XSHG,MainBoard_SH
605020.XSHG,永和股份,YHGF,2021-07-09,2200-01-01,stock,XSHG,MainBoard_SH
605090.XSHG,九丰能源,JFNY,2021-05-25,2200-01-01,stock,XSHG,MainBoard_SH
605099.XSHG,共创草坪,GCCP,2020-09-30,2200-01-01,stock,XSHG,MainBoard_SH
605111.XSHG,新洁能,XJN,2020-09-28,2200-01-01,stock,XSHG,MainBoard_SH
605116.XSHG,奥锐特,ART,2020-09-21,2200-01-01,stock,XSHG,MainBoard_SH
605117.XSHG,德业股份,DYGF,2021-04-20,2200-01-01,stock,XSHG,MainBoard_SH
605118.XSHG,力鼎光电,LDGD,2020-07-30,2200-01-01,stock,XSHG,MainBoard_SH
605123.XSHG,派克新材,PKXC,2020-08-25,2200-01-01,stock,XSHG,MainBoard_SH
605136.XSHG,丽人丽妆,LRLZ,2020-09-29,2200-01-01,stock,XSHG,MainBoard_SH
605168.XSHG,三人行,SRX,2020-05-28,2200-01-01,stock,XSHG,MainBoard_SH
605196.XSHG,华通线缆,HTXL,2021-05-11,2200-01-01,stock,XSHG,MainBoard_SH
605198.XSHG,安德利,ADL,2020-09-18,2200-01-01,stock,XSHG,MainBoard_SH
605199.XSHG,ST葫芦娃,STHLW,2020-07-10,2200-01-01,stock,XSHG,MainBoard_SH
605222.XSHG,起帆电缆,QFDL,2020-07-31,2200-01-01,stock,XSHG,MainBoard_SH
605296.XSHG,神农集团,SNJT,2021-05-28,2200-01-01,stock,XSHG,MainBoard_SH
605333.XSHG,沪光股份,HGGF,2020-08-18,2200-01-01,stock,XSHG,MainBoard_SH
605338.XSHG,巴比食品,BBSP,2020-10-12,2200-01-01,stock,XSHG,MainBoard_SH
605339.XSHG,南侨食品,NQSP,2021-05-18,2200-01-01,stock,XSHG,MainBoard_SH
605365.XSHG,立达信,LDX,2021-07-20,2200-01-01,stock,XSHG,MainBoard_SH
605368.XSHG,蓝天燃气,LTRQ,2021-01-29,2200-01-01,stock,XSHG,MainBoard_SH
605369.XSHG,拱东医疗,GDYL,2020-09-16,2200-01-01,stock,XSHG,MainBoard_SH
605376.XSHG,博迁新材,BQXC,2020-12-08,2200-01-01,stock,XSHG,MainBoard_SH
605388.XSHG,均瑶健康,JYJK,2020-08-18,2200-01-01,stock,XSHG,MainBoard_SH
605507.XSHG,国邦医药,GBYY,2021-08-02,2200-01-01,stock,XSHG,MainBoard_SH
605555.XSHG,德昌股份,DCGF,2021-10-21,2200-01-01,stock,XSHG,MainBoard_SH
605577.XSHG,龙版传媒,LBCM,2021-08-24,2200-01-01,stock,XSHG,MainBoard_SH
605589.XSHG,圣泉集团,SQJT,2021-08-10,2200-01-01,stock,XSHG,MainBoard_SH
605599.XSHG,菜百股份,CBGF,2021-09-09,2200-01-01,stock,XSHG,MainBoard_SH
688001.XSHG,华兴源创,HXYC,2019-07-22,2200-01-01,stock,XSHG,STAR
688003.XSHG,天准科技,TZKJ,2019-07-22,2200-01-01,stock,XSHG,STAR
688005.XSHG,容百科技,RBKJ,2019-07-22,2200-01-01,stock,XSHG,STAR
688006.XSHG,杭可科技,HKKJ,2019-07-22,2200-01-01,stock,XSHG,STAR
688007.XSHG,光峰科技,GFKJ,2019-07-22,2200-01-01,stock,XSHG,STAR
688016.XSHG,心脉医疗,XMYL,2019-07-22,2200-01-01,stock,XSHG,STAR
688017.XSHG,绿的谐波,LDXB,2020-08-28,2200-01-01,stock,XSHG,STAR
688018.XSHG,乐鑫科技,LXKJ,2019-07-22,2200-01-01,stock,XSHG,STAR
688019.XSHG,安集科技,AJKJ,2019-07-22,2200-01-01,stock,XSHG,STAR
688020.XSHG,方邦股份,FBGF,2019-07-22,2200-01-01,stock,XSHG,STAR
688023.XSHG,安恒信息,AHXX,2019-11-05,2200-01-01,stock,XSHG,STAR
688025.XSHG,杰普特,JPT,2019-10-31,2200-01-01,stock,XSHG,STAR
688027.XSHG,国盾量子,GDLZ,2020-07-09,2200-01-01,stock,XSHG,STAR
688029.XSHG,南微医学,NWYX,2019-07-22,2200-01-01,stock,XSHG,STAR
688030.XSHG,山石网科,SSWK,2019-09-30,2200-01-01,stock,XSHG,STAR
688031.XSHG,星环科技,XHKJ,2022-10-18,2200-01-01,stock,XSHG,STAR
688032.XSHG,禾迈股份,HMGF,2021-12-20,2200-01-01,stock,XSHG,STAR
688033.XSHG,*ST天宜,*STTY,2019-07-22,2200-01-01,stock,XSHG,STAR
688037.XSHG,芯源微,XYW,2019-12-16,2200-01-01,stock,XSHG,STAR
688046.XSHG,药康生物,YKSW,2022-04-25,2200-01-01,stock,XSHG,STAR
688048.XSHG,长光华芯,CGHX,2022-04-01,2200-01-01,stock,XSHG,STAR
688050.XSHG,爱博医疗,ABYL,2020-07-29,2200-01-01,stock,XSHG,STAR
688055.XSHG,龙腾光电,LTGD,2020-08-17,2200-01-01,stock,XSHG,STAR
688062.XSHG,迈威生物,MWSW,2022-01-18,2200-01-01,stock,XSHG,STAR
688063.XSHG,派能科技,PNKJ,2020-12-30,2200-01-01,stock,XSHG,STAR
688066.XSHG,*ST航图,*STHT,2019-07-22,2200-01-01,stock,XSHG,STAR
688068.XSHG,热景生物,RJSW,2019-09-30,2200-01-01,stock,XSHG,STAR
688076.XSHG,ST诺泰,STNT,2021-05-20,2200-01-01,stock,XSHG,STAR
688083.XSHG,中望软件,ZWRJ,2021-03-11,2200-01-01,stock,XSHG,STAR
688085.XSHG,三友医疗,SYYL,2020-04-09,2200-01-01,stock,XSHG,STAR
688086.XSHG,退市紫晶,TSZJ,2020-02-26,2023-06-30,stock,XSHG,STAR
688088.XSHG,虹软科技,HRKJ,2019-07-22,2200-01-01,stock,XSHG,STAR
688091.XSHG,上海谊众,SHYZ,2021-09-09,2200-01-01,stock,XSHG,STAR
688095.XSHG,福昕软件,FXRJ,2020-09-08,2200-01-01,stock,XSHG,STAR
688097.XSHG,博众精工,BZJG,2021-05-12,2200-01-01,stock,XSHG,STAR
688098.XSHG,申联生物,SLSW,2019-10-28,2200-01-01,stock,XSHG,STAR
688100.XSHG,威胜信息,WSXX,2020-01-21,2200-01-01,stock,XSHG,STAR
688102.XSHG,斯瑞新材,SRXC,2022-03-16,2200-01-01,stock,XSHG,STAR
688105.XSHG,诺唯赞,NWZ,2021-11-15,2200-01-01,stock,XSHG,STAR
688106.XSHG,金宏气体,JHQT,2020-06-16,2200-01-01,stock,XSHG,STAR
688107.XSHG,安路科技,ALKJ,2021-11-12,2200-01-01,stock,XSHG,STAR
688108.XSHG,赛诺医疗,SNYL,2019-10-30,2200-01-01,stock,XSHG,STAR
688110.XSHG,东芯股份,DXGF,2021-12-10,2200-01-01,stock,XSHG,STAR
688116.XSHG,天奈科技,TNKJ,2019-09-25,2200-01-01,stock,XSHG,STAR
688122.XSHG,西部超导,XBCD,2019-07-22,2200-01-01,stock,XSHG,STAR
688123.XSHG,聚辰股份,JCGF,2019-12-23,2200-01-01,stock,XSHG,STAR
688127.XSHG,蓝特光学,LTGX,2020-09-21,2200-01-01,stock,XSHG,STAR
688128.XSHG,中国电研,ZGDY,2019-11-05,2200-01-01,stock,XSHG,STAR
688131.XSHG,皓元医药,HYYY,2021-06-08,2200-01-01,stock,XSHG,STAR
688133.XSHG,泰坦科技,TTKJ,2020-10-30,2200-01-01,stock,XSHG,STAR
688139.XSHG,海尔生物,HESW,2019-10-25,2200-01-01,stock,XSHG,STAR
688141.XSHG,杰华特,JHT,2022-12-23,2200-01-01,stock,XSHG,STAR
688146.XSHG,中船特气,ZCTQ,2023-04-21,2200-01-01,stock,XSHG,STAR
688147.XSHG,微导纳米,WDNM,2022-12-23,2200-01-01,stock,XSHG,STAR
688148.XSHG,芳源股份,FYGF,2021-08-06,2200-01-01,stock,XSHG,STAR
688150.XSHG,莱特光电,LTGD,2022-03-18,2200-01-01,stock,XSHG,STAR
688152.XSHG,麒麟信安,QLXA,2022-10-28,2200-01-01,stock,XSHG,STAR
688153.XSHG,唯捷创芯,WJCX,2022-04-12,2200-01-01,stock,XSHG,STAR
688158.XSHG,优刻得,YKD,2020-01-20,2200-01-01,stock,XSHG,STAR
688161.XSHG,威高骨科,WGGK,2021-06-30,2200-01-01,stock,XSHG,STAR
688165.XSHG,埃夫特,AFT,2020-07-15,2200-01-01,stock,XSHG,STAR
688166.XSHG,博瑞医药,BRYY,2019-11-08,2200-01-01,stock,XSHG,STAR
688167.XSHG,炬光科技,JGKJ,2021-12-24,2200-01-01,stock,XSHG,STAR
688173.XSHG,希荻微,XDW,2022-01-21,2200-01-01,stock,XSHG,STAR
688177.XSHG,百奥泰,BAT,2020-02-21,2200-01-01,stock,XSHG,STAR
688182.XSHG,灿勤科技,CQKJ,2021-11-16,2200-01-01,stock,XSHG,STAR
688183.XSHG,生益电子,SYDZ,2021-02-25,2200-01-01,stock,XSHG,STAR
688185.XSHG,康希诺,KXN,2020-08-13,2200-01-01,stock,XSHG,STAR
688188.XSHG,柏楚电子,BCDZ,2019-08-08,2200-01-01,stock,XSHG,STAR
688190.XSHG,云路股份,YLGF,2021-11-26,2200-01-01,stock,XSHG,STAR
688192.XSHG,迪哲医药,DZYY,2021-12-10,2200-01-01,stock,XSHG,STAR
688195.XSHG,腾景科技,TJKJ,2021-03-26,2200-01-01,stock,XSHG,STAR
688198.XSHG,佰仁医疗,BRYL,2019-12-09,2200-01-01,stock,XSHG,STAR
688200.XSHG,华峰测控,HFCK,2020-02-18,2200-01-01,stock,XSHG,STAR
688202.XSHG,美迪西,MDX,2019-11-05,2200-01-01,stock,XSHG,STAR
688205.XSHG,德科立,DKL,2022-08-09,2200-01-01,stock,XSHG,STAR
688206.XSHG,概伦电子,GLDZ,2021-12-28,2200-01-01,stock,XSHG,STAR
688208.XSHG,道通科技,DTKJ,2020-02-13,2200-01-01,stock,XSHG,STAR
688209.XSHG,英集芯,YJX,2022-04-19,2200-01-01,stock,XSHG,STAR
688213.XSHG,思特威,STW,2022-05-20,2200-01-01,stock,XSHG,STAR
688222.XSHG,成都先导,CDXD,2020-04-16,2200-01-01,stock,XSHG,STAR
688232.XSHG,新点软件,XDRJ,2021-11-17,2200-01-01,stock,XSHG,STAR
688233.XSHG,神工股份,SGGF,2020-02-21,2200-01-01,stock,XSHG,STAR
688235.XSHG,百济神州,BJSZ,2021-12-15,2200-01-01,stock,XSHG,STAR
688238.XSHG,和元生物,HYSW,2022-03-22,2200-01-01,stock,XSHG,STAR
688239.XSHG,航宇科技,HYKJ,2021-07-05,2200-01-01,stock,XSHG,STAR
688252.XSHG,天德钰,TDY,2022-09-27,2200-01-01,stock,XSHG,STAR
688261.XSHG,东微半导,DWBD,2022-02-10,2200-01-01,stock,XSHG,STAR
688262.XSHG,国芯科技,GXKJ,2022-01-06,2200-01-01,stock,XSHG,STAR
688266.XSHG,泽璟制药,ZJZY,2020-01-23,2200-01-01,stock,XSHG,STAR
688268.XSHG,华特气体,HTQT,2019-12-26,2200-01-01,stock,XSHG,STAR
688270.XSHG,ST臻镭,STZL,2022-01-27,2200-01-01,stock,XSHG,STAR
688275.XSHG,万润新能,WRXN,2022-09-29,2200-01-01,stock,XSHG,STAR
688276.XSHG,百克生物,BKSW,2021-06-25,2200-01-01,stock,XSHG,STAR
688277.XSHG,天智航,TZH,2020-07-07,2200-01-01,stock,XSHG,STAR
688278.XSHG,特宝生物,TBSW,2020-01-17,2200-01-01,stock,XSHG,STAR
688279.XSHG,峰岹科技,FTKJ,2022-04-20,2200-01-01,stock,XSHG,STAR
688289.XSHG,圣湘生物,SXSW,2020-08-28,2200-01-01,stock,XSHG,STAR
688298.XSHG,东方生物,DFSW,2020-02-05,2200-01-01,stock,XSHG,STAR
688300.XSHG,联瑞新材,LRXC,2019-11-15,2200-01-01,stock,XSHG,STAR
688301.XSHG,奕瑞科技,YRKJ,2020-09-18,2200-01-01,stock,XSHG,STAR
688306.XSHG,均普智能,JPZN,2022-03-22,2200-01-01,stock,XSHG,STAR
688313.XSHG,仕佳光子,SJGZ,2020-08-12,2200-01-01,stock,XSHG,STAR
688315.XSHG,诺禾致源,NHZY,2021-04-13,2200-01-01,stock,XSHG,STAR
688318.XSHG,财富趋势,CFQS,2020-04-27,2200-01-01,stock,XSHG,STAR
688321.XSHG,微芯生物,WXSW,2019-08-12,2200-01-01,stock,XSHG,STAR
688322.XSHG,奥比中光,ABZG,2022-07-07,2200-01-01,stock,XSHG,STAR
688326.XSHG,经纬恒润,JWHR,2022-04-19,2200-01-01,stock,XSHG,STAR
688327.XSHG,云从科技,YCKJ,2022-05-27,2200-01-01,stock,XSHG,STAR
688330.XSHG,宏力达,HLD,2020-10-15,2200-01-01,stock,XSHG,STAR
688331.XSHG,荣昌生物,RCSW,2022-03-31,2200-01-01,stock,XSHG,STAR
688332.XSHG,中科蓝讯,ZKLX,2022-07-15,2200-01-01,stock,XSHG,STAR
688333.XSHG,铂力特,BLT,2019-07-22,2200-01-01,stock,XSHG,STAR
688336.XSHG,三生国健,SSGJ,2020-07-22,2200-01-01,stock,XSHG,STAR
688337.XSHG,普源精电,PYJD,2022-04-08,2200-01-01,stock,XSHG,STAR
688339.XSHG,亿华通,YHT,2020-08-10,2200-01-01,stock,XSHG,STAR
688343.XSHG,云天励飞,YTLF,2023-04-04,2200-01-01,stock,XSHG,STAR
688347.XSHG,华虹宏力,HHHL,2023-08-07,2200-01-01,stock,XSHG,STAR
688348.XSHG,昱能科技,YNKJ,2022-06-08,2200-01-01,stock,XSHG,STAR
688351.XSHG,微电生理,WDSL,2022-08-31,2200-01-01,stock,XSHG,STAR
688352.XSHG,颀中科技,QZKJ,2023-04-20,2200-01-01,stock,XSHG,STAR
688353.XSHG,华盛锂电,HSLD,2022-07-13,2200-01-01,stock,XSHG,STAR
688356.XSHG,键凯科技,JKKJ,2020-08-26,2200-01-01,stock,XSHG,STAR
688362.XSHG,甬矽电子,YXDZ,2022-11-16,2200-01-01,stock,XSHG,STAR
688365.XSHG,光云科技,GYKJ,2020-04-29,2200-01-01,stock,XSHG,STAR
688366.XSHG,昊海生科,HHSK,2019-10-30,2200-01-01,stock,XSHG,STAR
688368.XSHG,晶丰明源,JFMY,2019-10-14,2200-01-01,stock,XSHG,STAR
688372.XSHG,伟测科技,WCKJ,2022-10-26,2200-01-01,stock,XSHG,STAR
688380.XSHG,中微半导,ZWBD,2022-08-05,2200-01-01,stock,XSHG,STAR
688381.XSHG,帝奥微,DAW,2022-08-23,2200-01-01,stock,XSHG,STAR
688382.XSHG,益方生物,YFSW,2022-07-25,2200-01-01,stock,XSHG,STAR
688383.XSHG,新益昌,XYC,2021-04-28,2200-01-01,stock,XSHG,STAR
688388.XSHG,嘉元科技,JYKJ,2019-07-22,2200-01-01,stock,XSHG,STAR
688389.XSHG,普门科技,PMKJ,2019-11-05,2200-01-01,stock,XSHG,STAR
688390.XSHG,固德威,GDW,2020-09-04,2200-01-01,stock,XSHG,STAR
688392.XSHG,骄成超声,JCCS,2022-09-27,2200-01-01,stock,XSHG,STAR
688399.XSHG,硕世生物,SSSW,2019-12-05,2200-01-01,stock,XSHG,STAR
688400.XSHG,凌云光,LYG,2022-07-06,2200-01-01,stock,XSHG,STAR
688403.XSHG,汇成股份,HCGF,2022-08-18,2200-01-01,stock,XSHG,STAR
688408.XSHG,中信博,ZXB,2020-08-28,2200-01-01,stock,XSHG,STAR
688409.XSHG,富创精密,FCJM,2022-10-10,2200-01-01,stock,XSHG,STAR
688425.XSHG,铁建重工,TJZG,2021-06-22,2200-01-01,stock,XSHG,STAR
688432.XSHG,有研硅,YYG,2022-11-10,2200-01-01,stock,XSHG,STAR
688433.XSHG,华曙高科,HSGK,2023-04-17,2200-01-01,stock,XSHG,STAR
688439.XSHG,振华风光,ZHFG,2022-08-26,2200-01-01,stock,XSHG,STAR
688443.XSHG,智翔金泰,ZXJT,2023-06-20,2200-01-01,stock,XSHG,STAR
688449.XSHG,联芸科技,LYKJ,2024-11-29,2200-01-01,stock,XSHG,STAR
688484.XSHG,南芯科技,NXKJ,2023-04-07,2200-01-01,stock,XSHG,STAR
688486.XSHG,龙迅股份,LXGF,2023-02-21,2200-01-01,stock,XSHG,STAR
688498.XSHG,源杰科技,YJKJ,2022-12-21,2200-01-01,stock,XSHG,STAR
688499.XSHG,利元亨,LYH,2021-07-01,2200-01-01,stock,XSHG,STAR
688502.XSHG,茂莱光学,MLGX,2023-03-09,2200-01-01,stock,XSHG,STAR
688503.XSHG,聚和材料,JHCL,2022-12-09,2200-01-01,stock,XSHG,STAR
688505.XSHG,复旦张江,FDZJ,2020-06-19,2200-01-01,stock,XSHG,STAR
688508.XSHG,芯朋微,XPW,2020-07-22,2200-01-01,stock,XSHG,STAR
688515.XSHG,裕太微,YTW,2023-02-10,2200-01-01,stock,XSHG,STAR
688516.XSHG,奥特维,ATW,2020-05-21,2200-01-01,stock,XSHG,STAR
688518.XSHG,联赢激光,LYJG,2020-06-22,2200-01-01,stock,XSHG,STAR
688519.XSHG,南亚新材,NYXC,2020-08-18,2200-01-01,stock,XSHG,STAR
688520.XSHG,神州细胞,SZXB,2020-06-22,2200-01-01,stock,XSHG,STAR
688522.XSHG,纳睿雷达,NRLD,2023-03-01,2200-01-01,stock,XSHG,STAR
688523.XSHG,航天环宇,HTHY,2023-06-02,2200-01-01,stock,XSHG,STAR
688526.XSHG,科前生物,KQSW,2020-09-22,2200-01-01,stock,XSHG,STAR
688531.XSHG,日联科技,RLKJ,2023-03-31,2200-01-01,stock,XSHG,STAR
688536.XSHG,思瑞浦,SRP,2020-09-21,2200-01-01,stock,XSHG,STAR
688543.XSHG,国科军工,GKJG,2023-06-21,2200-01-01,stock,XSHG,STAR
688545.XSHG,兴福电子,XFDZ,2025-01-22,2200-01-01,stock,XSHG,STAR
688548.XSHG,广钢气体,GGQT,2023-08-15,2200-01-01,stock,XSHG,STAR
688549.XSHG,中巨芯,ZJX,2023-09-08,2200-01-01,stock,XSHG,STAR
688552.XSHG,航天南湖,HTNH,2023-05-18,2200-01-01,stock,XSHG,STAR
688556.XSHG,高测股份,GCGF,2020-08-07,2200-01-01,stock,XSHG,STAR
688559.XSHG,海目星,HMX,2020-09-09,2200-01-01,stock,XSHG,STAR
688567.XSHG,孚能科技,FNKJ,2020-07-17,2200-01-01,stock,XSHG,STAR
688568.XSHG,中科星图,ZKXT,2020-07-08,2200-01-01,stock,XSHG,STAR
688575.XSHG,亚辉龙,YHL,2021-05-17,2200-01-01,stock,XSHG,STAR
688578.XSHG,艾力斯,ALS,2020-12-02,2200-01-01,stock,XSHG,STAR
688582.XSHG,芯动联科,XDLK,2023-06-30,2200-01-01,stock,XSHG,STAR
688584.XSHG,上海合晶,SHHJ,2024-02-08,2200-01-01,stock,XSHG,STAR
688586.XSHG,江航装备,JHZB,2020-07-31,2200-01-01,stock,XSHG,STAR
688591.XSHG,泰凌微,TLW,2023-08-25,2200-01-01,stock,XSHG,STAR
688593.XSHG,新相微,XXW,2023-06-01,2200-01-01,stock,XSHG,STAR
688596.XSHG,正帆科技,ZFKJ,2020-08-20,2200-01-01,stock,XSHG,STAR
688598.XSHG,金博股份,JBGF,2020-05-18,2200-01-01,stock,XSHG,STAR
688605.XSHG,先锋精科,XFJK,2024-12-12,2200-01-01,stock,XSHG,STAR
688608.XSHG,恒玄科技,HXKJ,2020-12-16,2200-01-01,stock,XSHG,STAR
688612.XSHG,威迈斯,WMS,2023-07-26,2200-01-01,stock,XSHG,STAR
688617.XSHG,惠泰医疗,HTYL,2021-01-07,2200-01-01,stock,XSHG,STAR
688627.XSHG,精智达,JZD,2023-07-18,2200-01-01,stock,XSHG,STAR
688629.XSHG,华丰科技,HFKJ,2023-06-27,2200-01-01,stock,XSHG,STAR
688630.XSHG,芯碁微装,XQWZ,2021-04-01,2200-01-01,stock,XSHG,STAR
688631.XSHG,莱斯信息,LSXX,2023-06-28,2200-01-01,stock,XSHG,STAR
688639.XSHG,华恒生物,HHSW,2021-04-22,2200-01-01,stock,XSHG,STAR
688652.XSHG,京仪装备,JYZB,2023-11-29,2200-01-01,stock,XSHG,STAR
688658.XSHG,悦康药业,YKYY,2020-12-24,2200-01-01,stock,XSHG,STAR
688660.XSHG,电气风电,DQFD,2021-05-19,2200-01-01,stock,XSHG,STAR
688668.XSHG,鼎通科技,DTKJ,2020-12-21,2200-01-01,stock,XSHG,STAR
688676.XSHG,金盘科技,JPKJ,2021-03-09,2200-01-01,stock,XSHG,STAR
688680.XSHG,海优新材,HYXC,2021-01-22,2200-01-01,stock,XSHG,STAR
688686.XSHG,奥普特,APT,2020-12-31,2200-01-01,stock,XSHG,STAR
