code,display_name,name,list_date,delist_date,type,exchange,board
300394.XSHE,天孚通信,TFTX,2015-02-17,2200-01-01,stock,XSHE,ChiNext
300395.XSHE,菲利华,FLH,2014-09-10,2200-01-01,stock,XSHE,ChiNext
300397.XSHE,天和防务,THFW,2014-09-10,2200-01-01,stock,XSHE,ChiNext
300398.XSHE,飞凯材料,FKCL,2014-10-09,2200-01-01,stock,XSHE,ChiNext
300401.XSHE,花园生物,HYSW,2014-10-09,2200-01-01,stock,XSHE,ChiNext
300406.XSHE,九强生物,JQSW,2014-10-30,2200-01-01,stock,XSHE,ChiNext
300409.XSHE,道氏技术,DSJS,2014-12-03,2200-01-01,stock,XSHE,ChiNext
300415.XSHE,伊之密,YZM,2015-01-23,2200-01-01,stock,XSHE,ChiNext
300416.XSHE,苏试试验,SSSY,2015-01-22,2200-01-01,stock,XSHE,ChiNext
300423.XSHE,昇辉科技,SHKJ,2015-02-17,2200-01-01,stock,XSHE,ChiNext
300428.XSHE,立中集团,LZJT,2015-03-19,2200-01-01,stock,XSHE,ChiNext
300429.XSHE,强力新材,QLXC,2015-03-24,2200-01-01,stock,XSHE,ChiNext
300432.XSHE,富临精工,FLJG,2015-03-19,2200-01-01,stock,XSHE,ChiNext
300438.XSHE,鹏辉能源,PHNY,2015-04-24,2200-01-01,stock,XSHE,ChiNext
300439.XSHE,美康生物,MKSW,2015-04-22,2200-01-01,stock,XSHE,ChiNext
300441.XSHE,鲍斯股份,BSGF,2015-04-23,2200-01-01,stock,XSHE,ChiNext
300443.XSHE,金雷股份,JLGF,2015-04-22,2200-01-01,stock,XSHE,ChiNext
300446.XSHE,航天智造,HTZZ,2015-04-23,2200-01-01,stock,XSHE,ChiNext
300448.XSHE,浩云科技,HYKJ,2015-04-24,2200-01-01,stock,XSHE,ChiNext
300451.XSHE,创业慧康,CYHK,2015-05-14,2200-01-01,stock,XSHE,ChiNext
300455.XSHE,航天智装,HTZZ,2015-05-15,2200-01-01,stock,XSHE,ChiNext
300456.XSHE,赛微电子,SWDZ,2015-05-14,2200-01-01,stock,XSHE,ChiNext
300457.XSHE,赢合科技,YHKJ,2015-05-14,2200-01-01,stock,XSHE,ChiNext
300458.XSHE,全志科技,QZKJ,2015-05-15,2200-01-01,stock,XSHE,ChiNext
300459.XSHE,汤姆猫,TMM,2015-05-15,2200-01-01,stock,XSHE,ChiNext
300463.XSHE,迈克生物,MKSW,2015-05-28,2200-01-01,stock,XSHE,ChiNext
300468.XSHE,四方精创,SFJC,2015-05-27,2200-01-01,stock,XSHE,ChiNext
300470.XSHE,中密控股,ZMKG,2015-06-12,2200-01-01,stock,XSHE,ChiNext
300475.XSHE,香农芯创,XNXC,2015-06-10,2200-01-01,stock,XSHE,ChiNext
300476.XSHE,胜宏科技,SHKJ,2015-06-11,2200-01-01,stock,XSHE,ChiNext
300477.XSHE,ST合纵,STHZ,2015-06-10,2200-01-01,stock,XSHE,ChiNext
300482.XSHE,万孚生物,WFSW,2015-06-30,2200-01-01,stock,XSHE,ChiNext
300485.XSHE,赛升药业,SSYY,2015-06-26,2200-01-01,stock,XSHE,ChiNext
300487.XSHE,蓝晓科技,LXKJ,2015-07-02,2200-01-01,stock,XSHE,ChiNext
300492.XSHE,华图山鼎,HTSD,2015-12-23,2200-01-01,stock,XSHE,ChiNext
300493.XSHE,润欣科技,RXKJ,2015-12-10,2200-01-01,stock,XSHE,ChiNext
300495.XSHE,*ST美尚,*STMS,2015-12-22,2024-09-19,stock,XSHE,ChiNext
300496.XSHE,中科创达,ZKCD,2015-12-10,2200-01-01,stock,XSHE,ChiNext
300497.XSHE,富祥股份,FXGF,2015-12-22,2200-01-01,stock,XSHE,ChiNext
300502.XSHE,新易盛,XYS,2016-03-03,2200-01-01,stock,XSHE,ChiNext
300503.XSHE,昊志机电,HZJD,2016-03-09,2200-01-01,stock,XSHE,ChiNext
300504.XSHE,天邑股份,TYGF,2018-03-30,2200-01-01,stock,XSHE,ChiNext
300506.XSHE,名家汇,MJH,2016-03-24,2200-01-01,stock,XSHE,ChiNext
300510.XSHE,金冠股份,JGGF,2016-05-06,2200-01-01,stock,XSHE,ChiNext
300520.XSHE,科大国创,KDGC,2016-07-08,2200-01-01,stock,XSHE,ChiNext
300523.XSHE,辰安科技,CAKJ,2016-07-26,2200-01-01,stock,XSHE,ChiNext
300525.XSHE,博思软件,BSRJ,2016-07-26,2200-01-01,stock,XSHE,ChiNext
300526.XSHE,中潜退,ZQT,2016-08-02,2023-07-11,stock,XSHE,ChiNext
300527.XSHE,ST应急,STYJ,2016-08-05,2200-01-01,stock,XSHE,ChiNext
300529.XSHE,健帆生物,JFSW,2016-08-02,2200-01-01,stock,XSHE,ChiNext
300531.XSHE,优博讯,YBX,2016-08-09,2200-01-01,stock,XSHE,ChiNext
300533.XSHE,冰川网络,BCWL,2016-08-18,2200-01-01,stock,XSHE,ChiNext
300548.XSHE,长芯博创,CXBC,2016-10-12,2200-01-01,stock,XSHE,ChiNext
300552.XSHE,万集科技,WJKJ,2016-10-21,2200-01-01,stock,XSHE,ChiNext
300559.XSHE,佳发教育,JFJY,2016-11-01,2200-01-01,stock,XSHE,ChiNext
300567.XSHE,精测电子,JCDZ,2016-11-22,2200-01-01,stock,XSHE,ChiNext
300568.XSHE,星源材质,XYCZ,2016-12-01,2200-01-01,stock,XSHE,ChiNext
300570.XSHE,太辰光,TCG,2016-12-06,2200-01-01,stock,XSHE,ChiNext
300571.XSHE,平治信息,PZXX,2016-12-13,2200-01-01,stock,XSHE,ChiNext
300572.XSHE,安车检测,ACJC,2016-12-06,2200-01-01,stock,XSHE,ChiNext
300573.XSHE,兴齐眼药,XQYY,2016-12-08,2200-01-01,stock,XSHE,ChiNext
300576.XSHE,容大感光,RDGG,2016-12-20,2200-01-01,stock,XSHE,ChiNext
300579.XSHE,数字认证,SZRZ,2016-12-23,2200-01-01,stock,XSHE,ChiNext
300580.XSHE,贝斯特,BST,2017-01-11,2200-01-01,stock,XSHE,ChiNext
300587.XSHE,天铁科技,TTKJ,2017-01-05,2200-01-01,stock,XSHE,ChiNext
300590.XSHE,移为通信,YWTX,2017-01-11,2200-01-01,stock,XSHE,ChiNext
300593.XSHE,新雷能,XLN,2017-01-13,2200-01-01,stock,XSHE,ChiNext
300595.XSHE,欧普康视,OPKS,2017-01-17,2200-01-01,stock,XSHE,ChiNext
300596.XSHE,利安隆,LAL,2017-01-19,2200-01-01,stock,XSHE,ChiNext
300598.XSHE,诚迈科技,CMKJ,2017-01-20,2200-01-01,stock,XSHE,ChiNext
300601.XSHE,康泰生物,KTSW,2017-02-07,2200-01-01,stock,XSHE,ChiNext
300602.XSHE,飞荣达,FRD,2017-01-26,2200-01-01,stock,XSHE,ChiNext
300603.XSHE,立昂技术,LAJS,2017-01-26,2200-01-01,stock,XSHE,ChiNext
300604.XSHE,长川科技,CCKJ,2017-04-17,2200-01-01,stock,XSHE,ChiNext
300607.XSHE,拓斯达,TSD,2017-02-09,2200-01-01,stock,XSHE,ChiNext
300613.XSHE,富瀚微,FHW,2017-02-20,2200-01-01,stock,XSHE,ChiNext
300616.XSHE,尚品宅配,SPZP,2017-03-07,2200-01-01,stock,XSHE,ChiNext
300618.XSHE,寒锐钴业,HRGY,2017-03-06,2200-01-01,stock,XSHE,ChiNext
300620.XSHE,光库科技,GKKJ,2017-03-10,2200-01-01,stock,XSHE,ChiNext
300623.XSHE,捷捷微电,JJWD,2017-03-14,2200-01-01,stock,XSHE,ChiNext
300624.XSHE,万兴科技,WXKJ,2018-01-18,2200-01-01,stock,XSHE,ChiNext
300627.XSHE,华测导航,HCDH,2017-03-21,2200-01-01,stock,XSHE,ChiNext
300630.XSHE,普利退,PLT,2017-03-28,2025-05-21,stock,XSHE,ChiNext
300633.XSHE,开立医疗,KLYL,2017-04-06,2200-01-01,stock,XSHE,ChiNext
300634.XSHE,彩讯股份,CXGF,2018-03-23,2200-01-01,stock,XSHE,ChiNext
300638.XSHE,广和通,GHT,2017-04-13,2200-01-01,stock,XSHE,ChiNext
300639.XSHE,凯普生物,KPSW,2017-04-12,2200-01-01,stock,XSHE,ChiNext
300641.XSHE,正丹股份,ZDGF,2017-04-18,2200-01-01,stock,XSHE,ChiNext
300653.XSHE,正海生物,ZHSW,2017-05-16,2200-01-01,stock,XSHE,ChiNext
300655.XSHE,晶瑞电材,JRDC,2017-05-23,2200-01-01,stock,XSHE,ChiNext
300657.XSHE,弘信电子,HXDZ,2017-05-23,2200-01-01,stock,XSHE,ChiNext
300659.XSHE,中孚信息,ZFXX,2017-05-26,2200-01-01,stock,XSHE,ChiNext
300660.XSHE,江苏雷利,JSLL,2017-06-02,2200-01-01,stock,XSHE,ChiNext
300662.XSHE,科锐国际,KRGJ,2017-06-08,2200-01-01,stock,XSHE,ChiNext
300663.XSHE,科蓝软件,KLRJ,2017-06-08,2200-01-01,stock,XSHE,ChiNext
300664.XSHE,鹏鹞环保,PYHB,2018-01-05,2200-01-01,stock,XSHE,ChiNext
300666.XSHE,江丰电子,JFDZ,2017-06-15,2200-01-01,stock,XSHE,ChiNext
300671.XSHE,富满微,FMW,2017-07-05,2200-01-01,stock,XSHE,ChiNext
300672.XSHE,国科微,GKW,2017-07-12,2200-01-01,stock,XSHE,ChiNext
300673.XSHE,佩蒂股份,PDGF,2017-07-11,2200-01-01,stock,XSHE,ChiNext
300674.XSHE,宇信科技,YXKJ,2018-11-07,2200-01-01,stock,XSHE,ChiNext
300677.XSHE,英科医疗,YKYL,2017-07-21,2200-01-01,stock,XSHE,ChiNext
300678.XSHE,中科信息,ZKXX,2017-07-28,2200-01-01,stock,XSHE,ChiNext
300679.XSHE,电连技术,DLJS,2017-07-31,2200-01-01,stock,XSHE,ChiNext
300680.XSHE,隆盛科技,LSKJ,2017-07-25,2200-01-01,stock,XSHE,ChiNext
300682.XSHE,朗新科技,LXKJ,2017-08-01,2200-01-01,stock,XSHE,ChiNext
300684.XSHE,中石科技,ZSKJ,2017-12-27,2200-01-01,stock,XSHE,ChiNext
300685.XSHE,艾德生物,ADSW,2017-08-02,2200-01-01,stock,XSHE,ChiNext
300687.XSHE,赛意信息,SYXX,2017-08-03,2200-01-01,stock,XSHE,ChiNext
300693.XSHE,盛弘股份,SHGF,2017-08-22,2200-01-01,stock,XSHE,ChiNext
300696.XSHE,爱乐达,ALD,2017-08-22,2200-01-01,stock,XSHE,ChiNext
300702.XSHE,天宇股份,TYGF,2017-09-19,2200-01-01,stock,XSHE,ChiNext
300705.XSHE,九典制药,JDZY,2017-10-10,2200-01-01,stock,XSHE,ChiNext
300709.XSHE,精研科技,JYKJ,2017-10-19,2200-01-01,stock,XSHE,ChiNext
300718.XSHE,长盛轴承,CSZC,2017-11-06,2200-01-01,stock,XSHE,ChiNext
300723.XSHE,一品红,YPH,2017-11-16,2200-01-01,stock,XSHE,ChiNext
300724.XSHE,捷佳伟创,JJWC,2018-08-10,2200-01-01,stock,XSHE,ChiNext
300725.XSHE,药石科技,YSKJ,2017-11-10,2200-01-01,stock,XSHE,ChiNext
300726.XSHE,宏达电子,HDDZ,2017-11-21,2200-01-01,stock,XSHE,ChiNext
300735.XSHE,光弘科技,GHKJ,2017-12-29,2200-01-01,stock,XSHE,ChiNext
300737.XSHE,科顺股份,KSGF,2018-01-25,2200-01-01,stock,XSHE,ChiNext
300738.XSHE,奥飞数据,AFSJ,2018-01-19,2200-01-01,stock,XSHE,ChiNext
300740.XSHE,水羊股份,SYGF,2018-02-08,2200-01-01,stock,XSHE,ChiNext
300741.XSHE,华宝股份,HBGF,2018-03-01,2200-01-01,stock,XSHE,ChiNext
300747.XSHE,锐科激光,RKJG,2018-06-25,2200-01-01,stock,XSHE,ChiNext
300748.XSHE,金力永磁,JLYC,2018-09-21,2200-01-01,stock,XSHE,ChiNext
300751.XSHE,迈为股份,MWGF,2018-11-09,2200-01-01,stock,XSHE,ChiNext
300755.XSHE,华致酒行,HZJH,2019-01-29,2200-01-01,stock,XSHE,ChiNext
300757.XSHE,罗博特科,LBTK,2019-01-08,2200-01-01,stock,XSHE,ChiNext
300761.XSHE,立华股份,LHGF,2019-02-18,2200-01-01,stock,XSHE,ChiNext
300762.XSHE,上海瀚讯,SHHX,2019-03-14,2200-01-01,stock,XSHE,ChiNext
300763.XSHE,锦浪科技,JLKJ,2019-03-19,2200-01-01,stock,XSHE,ChiNext
300765.XSHE,石药创新,SYCX,2019-03-22,2200-01-01,stock,XSHE,ChiNext
300766.XSHE,每日互动,MRHD,2019-03-25,2200-01-01,stock,XSHE,ChiNext
300767.XSHE,震安科技,ZAKJ,2019-03-29,2200-01-01,stock,XSHE,ChiNext
300768.XSHE,迪普科技,DPKJ,2019-04-12,2200-01-01,stock,XSHE,ChiNext
300769.XSHE,德方纳米,DFNM,2019-04-15,2200-01-01,stock,XSHE,ChiNext
300770.XSHE,新媒股份,XMGF,2019-04-19,2200-01-01,stock,XSHE,ChiNext
300771.XSHE,智莱科技,ZLKJ,2019-04-22,2200-01-01,stock,XSHE,ChiNext
300772.XSHE,运达股份,YDGF,2019-04-26,2200-01-01,stock,XSHE,ChiNext
300773.XSHE,拉卡拉,LKL,2019-04-25,2200-01-01,stock,XSHE,ChiNext
300775.XSHE,三角防务,SJFW,2019-05-21,2200-01-01,stock,XSHE,ChiNext
300776.XSHE,帝尔激光,DEJG,2019-05-17,2200-01-01,stock,XSHE,ChiNext
300777.XSHE,中简科技,ZJKJ,2019-05-16,2200-01-01,stock,XSHE,ChiNext
300779.XSHE,惠城环保,HCHB,2019-05-22,2200-01-01,stock,XSHE,ChiNext
300783.XSHE,三只松鼠,SZSS,2019-07-12,2200-01-01,stock,XSHE,ChiNext
300785.XSHE,值得买,ZDM,2019-07-15,2200-01-01,stock,XSHE,ChiNext
300788.XSHE,中信出版,ZXCB,2019-07-05,2200-01-01,stock,XSHE,ChiNext
300791.XSHE,仙乐健康,XLJK,2019-09-25,2200-01-01,stock,XSHE,ChiNext
300792.XSHE,壹网壹创,YWYC,2019-09-27,2200-01-01,stock,XSHE,ChiNext
300793.XSHE,佳禾智能,JHZN,2019-10-18,2200-01-01,stock,XSHE,ChiNext
300798.XSHE,锦鸡股份,JJGF,2019-11-22,2200-01-01,stock,XSHE,ChiNext
300799.XSHE,左江退,ZJT,2019-10-29,2024-07-26,stock,XSHE,ChiNext
300800.XSHE,力合科技,LHKJ,2019-11-06,2200-01-01,stock,XSHE,ChiNext
300803.XSHE,指南针,ZNZ,2019-11-18,2200-01-01,stock,XSHE,ChiNext
300805.XSHE,电声股份,DSGF,2019-11-21,2200-01-01,stock,XSHE,ChiNext
300806.XSHE,斯迪克,SDK,2019-11-25,2200-01-01,stock,XSHE,ChiNext
300809.XSHE,华辰装备,HCZB,2019-12-04,2200-01-01,stock,XSHE,ChiNext
300811.XSHE,铂科新材,BKXC,2019-12-30,2200-01-01,stock,XSHE,ChiNext
300814.XSHE,中富电路,ZFDL,2021-08-12,2200-01-01,stock,XSHE,ChiNext
300815.XSHE,玉禾田,YHT,2020-01-23,2200-01-01,stock,XSHE,ChiNext
300820.XSHE,英杰电气,YJDQ,2020-02-13,2200-01-01,stock,XSHE,ChiNext
300821.XSHE,东岳硅材,DYGC,2020-03-12,2200-01-01,stock,XSHE,ChiNext
300827.XSHE,上能电气,SNDQ,2020-04-10,2200-01-01,stock,XSHE,ChiNext
300829.XSHE,金丹科技,JDKJ,2020-04-22,2200-01-01,stock,XSHE,ChiNext
300831.XSHE,ST派瑞,STPR,2020-05-07,2200-01-01,stock,XSHE,ChiNext
300841.XSHE,康华生物,KHSW,2020-06-16,2200-01-01,stock,XSHE,ChiNext
300842.XSHE,帝科股份,DKGF,2020-06-18,2200-01-01,stock,XSHE,ChiNext
300846.XSHE,首都在线,SDZX,2020-07-01,2200-01-01,stock,XSHE,ChiNext
300850.XSHE,新强联,XQL,2020-07-13,2200-01-01,stock,XSHE,ChiNext
300855.XSHE,图南股份,TNGF,2020-07-23,2200-01-01,stock,XSHE,ChiNext
300856.XSHE,科思股份,KSGF,2020-07-22,2200-01-01,stock,XSHE,ChiNext
300857.XSHE,协创数据,XCSJ,2020-07-27,2200-01-01,stock,XSHE,ChiNext
300860.XSHE,锋尚文化,FSWH,2020-08-24,2200-01-01,stock,XSHE,ChiNext
300861.XSHE,美畅股份,MCGF,2020-08-24,2200-01-01,stock,XSHE,ChiNext
300867.XSHE,圣元环保,SYHB,2020-08-24,2200-01-01,stock,XSHE,ChiNext
300869.XSHE,康泰医学,KTYX,2020-08-24,2200-01-01,stock,XSHE,ChiNext
300870.XSHE,欧陆通,OLT,2020-08-24,2200-01-01,stock,XSHE,ChiNext
300872.XSHE,天阳科技,TYKJ,2020-08-24,2200-01-01,stock,XSHE,ChiNext
300887.XSHE,谱尼测试,PNCS,2020-09-16,2200-01-01,stock,XSHE,ChiNext
300894.XSHE,火星人,HXR,2020-12-31,2200-01-01,stock,XSHE,ChiNext
300900.XSHE,广联航空,GLHK,2020-10-29,2200-01-01,stock,XSHE,ChiNext
300910.XSHE,瑞丰新材,RFXC,2020-11-27,2200-01-01,stock,XSHE,ChiNext
300913.XSHE,兆龙互连,ZLHL,2020-12-07,2200-01-01,stock,XSHE,ChiNext
300917.XSHE,特发服务,TFFW,2020-12-21,2200-01-01,stock,XSHE,ChiNext
300925.XSHE,法本信息,FBXX,2020-12-30,2200-01-01,stock,XSHE,ChiNext
300926.XSHE,博俊科技,BJKJ,2021-01-07,2200-01-01,stock,XSHE,ChiNext
300942.XSHE,易瑞生物,YRSW,2021-02-09,2200-01-01,stock,XSHE,ChiNext
300953.XSHE,震裕科技,ZYKJ,2021-03-18,2200-01-01,stock,XSHE,ChiNext
300969.XSHE,恒帅股份,HSGF,2021-04-12,2200-01-01,stock,XSHE,ChiNext
300972.XSHE,万辰集团,WCJT,2021-04-19,2200-01-01,stock,XSHE,ChiNext
300973.XSHE,立高食品,LGSP,2021-04-15,2200-01-01,stock,XSHE,ChiNext
300981.XSHE,中红医疗,ZHYL,2021-04-27,2200-01-01,stock,XSHE,ChiNext
300990.XSHE,同飞股份,TFGF,2021-05-12,2200-01-01,stock,XSHE,ChiNext
301000.XSHE,肇民科技,ZMKJ,2021-05-28,2200-01-01,stock,XSHE,Other
301004.XSHE,嘉益股份,JYGF,2021-06-25,2200-01-01,stock,XSHE,Other
301005.XSHE,超捷股份,CJGF,2021-06-01,2200-01-01,stock,XSHE,Other
301015.XSHE,百洋医药,BYYY,2021-06-30,2200-01-01,stock,XSHE,Other
301018.XSHE,申菱环境,SLHJ,2021-07-07,2200-01-01,stock,XSHE,Other
301029.XSHE,怡合达,YHD,2021-07-23,2200-01-01,stock,XSHE,Other
301031.XSHE,中熔电气,ZRDQ,2021-07-15,2200-01-01,stock,XSHE,Other
301035.XSHE,润丰股份,RFGF,2021-07-28,2200-01-01,stock,XSHE,Other
301039.XSHE,中集车辆,ZJCL,2021-07-08,2200-01-01,stock,XSHE,Other
301047.XSHE,义翘神州,YQSZ,2021-08-16,2200-01-01,stock,XSHE,Other
301050.XSHE,雷电微力,LDWL,2021-08-24,2200-01-01,stock,XSHE,Other
301060.XSHE,兰卫医学,LWYX,2021-09-13,2200-01-01,stock,XSHE,Other
301061.XSHE,匠心家居,JXJJ,2021-09-13,2200-01-01,stock,XSHE,Other
301069.XSHE,凯盛新材,KSXC,2021-09-27,2200-01-01,stock,XSHE,Other
301071.XSHE,力量钻石,LLZS,2021-09-24,2200-01-01,stock,XSHE,Other
301078.XSHE,孩子王,HZW,2021-10-14,2200-01-01,stock,XSHE,Other
301080.XSHE,百普赛斯,BPSS,2021-10-18,2200-01-01,stock,XSHE,Other
301087.XSHE,可孚医疗,KFYL,2021-10-25,2200-01-01,stock,XSHE,Other
301089.XSHE,拓新药业,TXYY,2021-10-27,2200-01-01,stock,XSHE,Other
301090.XSHE,华润材料,HRCL,2021-10-26,2200-01-01,stock,XSHE,Other
301091.XSHE,深城交,SCJ,2021-10-29,2200-01-01,stock,XSHE,Other
301095.XSHE,广立微,GLW,2022-08-05,2200-01-01,stock,XSHE,Other
301101.XSHE,明月镜片,MYJP,2021-12-16,2200-01-01,stock,XSHE,Other
301109.XSHE,军信股份,JXGF,2022-04-13,2200-01-01,stock,XSHE,Other
301127.XSHE,武汉天源,WHTY,2021-12-30,2200-01-01,stock,XSHE,Other
301153.XSHE,中科江南,ZKJN,2022-05-18,2200-01-01,stock,XSHE,Other
301155.XSHE,海力风电,HLFD,2021-11-24,2200-01-01,stock,XSHE,Other
301165.XSHE,锐捷网络,RJWL,2022-11-21,2200-01-01,stock,XSHE,Other
301171.XSHE,易点天下,YDTX,2022-08-19,2200-01-01,stock,XSHE,Other
301175.XSHE,中科环保,ZKHB,2022-07-08,2200-01-01,stock,XSHE,Other
301177.XSHE,迪阿股份,DAGF,2021-12-15,2200-01-01,stock,XSHE,Other
301180.XSHE,万祥科技,WXKJ,2021-11-16,2200-01-01,stock,XSHE,Other
301196.XSHE,唯科科技,WKKJ,2022-01-11,2200-01-01,stock,XSHE,Other
301200.XSHE,大族数控,DZSK,2022-02-28,2200-01-01,stock,XSHE,Other
301205.XSHE,联特科技,LTKJ,2022-09-13,2200-01-01,stock,XSHE,Other
301206.XSHE,三元生物,SYSW,2022-02-10,2200-01-01,stock,XSHE,Other
301207.XSHE,华兰疫苗,HLYM,2022-02-18,2200-01-01,stock,XSHE,Other
301215.XSHE,中汽股份,ZQGF,2022-03-08,2200-01-01,stock,XSHE,Other
301216.XSHE,万凯新材,WKXC,2022-03-29,2200-01-01,stock,XSHE,Other
301217.XSHE,铜冠铜箔,TGTB,2022-01-27,2200-01-01,stock,XSHE,Other
301219.XSHE,腾远钴业,TYGY,2022-03-17,2200-01-01,stock,XSHE,Other
301225.XSHE,恒勃股份,HBGF,2023-06-16,2200-01-01,stock,XSHE,Other
301236.XSHE,软通动力,RTDL,2022-03-15,2200-01-01,stock,XSHE,Other
301238.XSHE,瑞泰新材,RTXC,2022-06-17,2200-01-01,stock,XSHE,Other
301239.XSHE,普瑞眼科,PRYK,2022-07-05,2200-01-01,stock,XSHE,Other
301246.XSHE,宏源药业,HYYY,2023-03-20,2200-01-01,stock,XSHE,Other
301262.XSHE,海看股份,HKGF,2023-06-20,2200-01-01,stock,XSHE,Other
301263.XSHE,泰恩康,TEK,2022-03-29,2200-01-01,stock,XSHE,Other
301267.XSHE,华厦眼科,HSYK,2022-11-07,2200-01-01,stock,XSHE,Other
301268.XSHE,铭利达,MLD,2022-04-07,2200-01-01,stock,XSHE,Other
301275.XSHE,汉朔科技,HSKJ,2025-03-11,2200-01-01,stock,XSHE,Other
301286.XSHE,侨源股份,QYGF,2022-06-14,2200-01-01,stock,XSHE,Other
301291.XSHE,明阳电气,MYDQ,2023-06-30,2200-01-01,stock,XSHE,Other
301293.XSHE,三博脑科,SBNK,2023-05-05,2200-01-01,stock,XSHE,Other
301297.XSHE,富乐德,FLD,2022-12-30,2200-01-01,stock,XSHE,Other
301301.XSHE,川宁生物,CNSW,2022-12-27,2200-01-01,stock,XSHE,Other
301308.XSHE,江波龙,JBL,2022-08-05,2200-01-01,stock,XSHE,Other
301316.XSHE,慧博云通,HBYT,2022-10-13,2200-01-01,stock,XSHE,Other
301325.XSHE,曼恩斯特,MEST,2023-05-12,2200-01-01,stock,XSHE,Other
301327.XSHE,华宝新能,HBXN,2022-09-19,2200-01-01,stock,XSHE,Other
301339.XSHE,通行宝,TXB,2022-09-09,2200-01-01,stock,XSHE,Other
301345.XSHE,涛涛车业,TTCY,2023-03-21,2200-01-01,stock,XSHE,Other
301348.XSHE,蓝箭电子,LJDZ,2023-08-10,2200-01-01,stock,XSHE,Other
301358.XSHE,湖南裕能,HNYN,2023-02-09,2200-01-01,stock,XSHE,Other
301363.XSHE,美好医疗,MHYL,2022-10-12,2200-01-01,stock,XSHE,Other
301367.XSHE,瑞迈特,RMT,2022-11-01,2200-01-01,stock,XSHE,Other
301371.XSHE,敷尔佳,FEJ,2023-08-01,2200-01-01,stock,XSHE,Other
301376.XSHE,致欧科技,ZOKJ,2023-06-21,2200-01-01,stock,XSHE,Other
301377.XSHE,鼎泰高科,DTGK,2022-11-22,2200-01-01,stock,XSHE,Other
301381.XSHE,赛维时代,SWSD,2023-07-12,2200-01-01,stock,XSHE,Other
301389.XSHE,隆扬电子,LYDZ,2022-10-31,2200-01-01,stock,XSHE,Other
301392.XSHE,汇成真空,HCZK,2024-06-05,2200-01-01,stock,XSHE,Other
301396.XSHE,宏景科技,HJKJ,2022-11-11,2200-01-01,stock,XSHE,Other
301413.XSHE,安培龙,APL,2023-12-18,2200-01-01,stock,XSHE,Other
301421.XSHE,波长光电,BCGD,2023-08-23,2200-01-01,stock,XSHE,Other
301458.XSHE,钧崴电子,JWDZ,2025-01-10,2200-01-01,stock,XSHE,Other
301487.XSHE,盟固利,MGL,2023-08-09,2200-01-01,stock,XSHE,Other
301488.XSHE,豪恩汽电,HEQD,2023-07-04,2200-01-01,stock,XSHE,Other
301489.XSHE,思泉新材,SQXC,2023-10-24,2200-01-01,stock,XSHE,Other
301498.XSHE,乖宝宠物,GBCW,2023-08-16,2200-01-01,stock,XSHE,Other
301500.XSHE,飞南资源,FNZY,2023-09-21,2200-01-01,stock,XSHE,Other
301508.XSHE,中机认检,ZJRJ,2023-12-01,2200-01-01,stock,XSHE,Other
301510.XSHE,固高科技,GGKJ,2023-08-15,2200-01-01,stock,XSHE,Other
301511.XSHE,德福科技,DFKJ,2023-08-17,2200-01-01,stock,XSHE,Other
301522.XSHE,上大股份,SDGF,2024-10-16,2200-01-01,stock,XSHE,Other
301526.XSHE,国际复材,GJFC,2023-12-26,2200-01-01,stock,XSHE,Other
301536.XSHE,星宸科技,XCKJ,2024-03-28,2200-01-01,stock,XSHE,Other
301550.XSHE,斯菱智驱,SLZQ,2023-09-15,2200-01-01,stock,XSHE,Other
301551.XSHE,无线传媒,WXCM,2024-09-26,2200-01-01,stock,XSHE,Other
301556.XSHE,托普云农,TPYN,2024-10-17,2200-01-01,stock,XSHE,Other
301558.XSHE,三态股份,STGF,2023-09-28,2200-01-01,stock,XSHE,Other
301559.XSHE,中集环科,ZJHK,2023-10-11,2200-01-01,stock,XSHE,Other
301563.XSHE,云汉芯城,YHXC,2025-09-30,2200-01-01,stock,XSHE,Other
301565.XSHE,中仑新材,ZLXC,2024-06-20,2200-01-01,stock,XSHE,Other
301571.XSHE,国科天成,GKTC,2024-08-21,2200-01-01,stock,XSHE,Other
301584.XSHE,建发致新,JFZX,2025-09-25,2200-01-01,stock,XSHE,Other
301589.XSHE,诺瓦星云,NWXY,2024-02-08,2200-01-01,stock,XSHE,Other
301592.XSHE,六九一二,LJYE,2024-10-24,2200-01-01,stock,XSHE,Other
301600.XSHE,慧翰股份,HHGF,2024-09-11,2200-01-01,stock,XSHE,Other
301602.XSHE,超研股份,CYGF,2025-01-22,2200-01-01,stock,XSHE,Other
301606.XSHE,绿联科技,LLKJ,2024-07-26,2200-01-01,stock,XSHE,Other
301611.XSHE,珂玛科技,KMKJ,2024-08-16,2200-01-01,stock,XSHE,Other
301622.XSHE,英思特,YST,2024-12-04,2200-01-01,stock,XSHE,Other
301626.XSHE,苏州天脉,SZTM,2024-10-24,2200-01-01,stock,XSHE,Other
301631.XSHE,壹连科技,YLKJ,2024-11-22,2200-01-01,stock,XSHE,Other
301632.XSHE,广东建科,GDJK,2025-08-12,2200-01-01,stock,XSHE,Other
301658.XSHE,首航新能,SHXN,2025-04-02,2200-01-01,stock,XSHE,Other
301662.XSHE,宏工科技,HGKJ,2025-04-17,2200-01-01,stock,XSHE,Other
301665.XSHE,泰禾股份,THGF,2025-04-11,2200-01-01,stock,XSHE,Other
